WORD;DEFINITION;LEMMAS;HYPONYMS;HYPERNYMS;HOLONYMS
used;put into service, make work or employ for a particular purpose or for its inherent or natural purpose;['use', 'utilize', 'utilise', 'apply', 'employ'];['address.v.05', 'avail.v.01', 'cannibalize.v.02', 'enjoy.v.02', 'exert.v.01', 'exploit.v.01', 'exploit.v.02', 'fall_back.v.05', 'give.v.18', 'implement.v.01', 'misapply.v.01', 'overuse.v.01', 'play.v.32', 'play.v.33', 'ply.v.06', 'pull_out_all_the_stops.v.01', 'put.v.04', 'recycle.v.02', 'share.v.02', 'strain.v.03', 'take.v.09', 'waste.v.02', 'work.v.12'];[];[]
used;take or consume (regularly or habitually);['use', 'habituate'];['board.v.03', 'drink.v.05'];['consume.v.02'];[]
used;use up, consume fully;['use', 'expend'];['abuse.v.04', 'pervert.v.03', 'spare.v.04', 'take.v.02', 'waste.v.01'];[];[]
used;seek or achieve an end by using to one's advantage;['use'];['trespass.v.02'];['exploit.v.01'];[]
used;avail oneself to;['practice', 'apply', 'use'];['follow.v.19'];[];[]
used;habitually do something (use only in the past tense);['use'];[];['act.v.01'];[]
used;employed in accomplishing something;['used'];[];[];[]
used;of persons, taken advantage of;['exploited', 'ill-used', 'put-upon', 'used', 'victimized', 'victimised'];[];[];[]
used;previously used or owned by another;['secondhand', 'used'];[];[];[]
chemical;material produced by or used in a reaction involving changes in atoms or molecules;['chemical', 'chemical_substance'];['alar.n.01', 'bactericide.n.01', 'carbon_tetrahalide.n.01', 'carrier.n.04', 'compound.n.02', 'congener.n.01', 'explosive.n.01', 'fertilizer.n.01', 'flux.n.03', 'fraction.n.01', 'fumigant.n.01', 'herbicide.n.01', 'intermediate.n.01', 'larvicide.n.01', 'pesticide.n.01', 'phytochemical.n.01', 'product.n.04', 'reactant.n.01', 'restrainer.n.01', 'softener.n.01', 'soil_conditioner.n.01', 'stabilizer.n.01'];['material.n.01'];[]
chemical;relating to or used in chemistry;['chemical', 'chemic'];[];[];[]
chemical;of or made from or using substances produced by or used in reactions involving atomic or molecular changes;['chemical'];[];[];[]
flow;the motion characteristic of fluids (liquids or gases);['flow', 'flowing'];['airflow.n.01', 'backflow.n.01', 'current.n.02', 'discharge.n.06', 'drip.n.01', 'dripping.n.01', 'ebb.n.02', 'emission.n.05', 'flush.n.06', 'flux.n.02', 'fountain.n.03', 'freshet.n.01', 'overflow.n.02', 'rush.n.02', 'seepage.n.01'];['change_of_location.n.01'];[]
flow;the amount of fluid that flows in a given time;['flow', 'flow_rate', 'rate_of_flow'];['cardiac_output.n.01'];['rate.n.01'];[]
flow;the act of flowing or streaming, continuous progression;['flow', 'stream'];['flood.n.04', 'spill.n.03'];['motion.n.06'];[]
flow;any uninterrupted stream or discharge;['flow'];['filling.n.02', 'flowage.n.01', 'inflow.n.01', 'outflow.n.02', 'slipstream.n.01', 'streamline_flow.n.01', 'turbulent_flow.n.01'];['natural_process.n.01'];[]
flow;something that resembles a flowing stream in moving continuously;['stream', 'flow'];[];['motion.n.04'];[]
flow;dominant course (suggestive of running water) of successive events or ideas;['stream', 'flow', 'current'];[];['course.n.02'];[]
flow;the monthly discharge of blood from the uterus of nonpregnant women from puberty to menopause;['menstruation', 'menses', 'menstruum', 'catamenia', 'period', 'flow'];['menorrhagia.n.01', 'oligomenorrhea.n.01'];['discharge.n.04'];[]
flow;move or progress freely as if in a stream;['flow', 'flux'];['ripple.v.01', 'transpire.v.01'];['move.v.03'];[]
flow;move along, of liquids;['run', 'flow', 'feed', 'course'];['circulate.v.04', 'drain.v.01', 'eddy.v.01', 'flush.v.02', 'gutter.v.02', 'jet.v.01', 'pour.v.04', 'run_down.v.02', 'seep.v.01', 'spill.v.02', 'stream.v.05', 'tide.v.01', 'trickle.v.01', 'waste.v.04'];['move.v.03'];[]
flow;cause to flow;['flow'];[];[];[]
flow;be abundantly present;['flow'];[];['exist.v.01'];[]
flow;fall or flow in a certain way;['hang', 'fall', 'flow'];[];[];[]
flow;cover or swamp with water;['flow'];['lave.v.01'];['flood.v.02'];[]
flow;undergo menstruation;['menstruate', 'flow'];[];['shed_blood.v.02'];[]
liquid;a substance that is liquid at room temperature and pressure;['liquid'];['alcohol.n.02', 'ammonia_water.n.01', 'antifreeze.n.01', 'beverage.n.01', 'distillate.n.01', 'grume.n.01', 'ink.n.01', 'liquor.n.02', 'medium.n.05', 'pyroligneous_acid.n.01', 'sheep_dip.n.01', 'snake_oil.n.01', 'supernatant.n.01', 'water.n.06'];['fluid.n.01'];[]
liquid;the state in which a substance exhibits a characteristic readiness to flow with little or no tendency to disperse and relatively high incompressibility;['liquid', 'liquidness', 'liquidity', 'liquid_state'];[];['state_of_matter.n.01'];[]
liquid;fluid matter having no fixed shape but a fixed volume;['liquid'];['artificial_blood.n.01', 'elixir.n.01', 'extravasation.n.01', 'instillation.n.02', 'liquid_crystal.n.01', 'spill.n.01', 'tuberculin.n.01', 'water.n.01'];['fluid.n.02'];[]
liquid;a frictionless continuant that is not a nasal consonant (especially `l' and `r');['liquid'];[];['consonant.n.01'];[]
liquid;existing as or having characteristics of a liquid, especially tending to flow;['liquid'];[];[];[]
liquid;filled or brimming with tears;['liquid', 'swimming'];[];[];[]
liquid;clear and bright;['liquid', 'limpid'];[];[];[]
liquid;changed from a solid to a liquid state;['melted', 'liquid', 'liquified'];[];[];[]
liquid;smooth and flowing in quality, entirely free of harshness;['liquid'];[];[];[]
liquid;smooth and unconstrained in movement;['fluent', 'fluid', 'liquid', 'smooth'];[];[];[]
liquid;in cash or easily convertible to cash;['fluid', 'liquid'];[];[];[]
removal;the act of removing;['removal', 'remotion'];['abscission.n.02', 'abstraction.n.02', 'autotomy.n.01', 'decontamination.n.01', 'deletion.n.04', 'denudation.n.01', 'dermabrasion.n.01', 'disembowelment.n.01', 'dislodgment.n.01', 'elimination.n.01', 'elimination.n.04', 'emptying.n.01', 'extraction.n.03', 'rinse.n.02', 'skimming.n.01', 'withdrawal.n.02', 'withdrawal.n.05'];['separation.n.09'];[]
removal;dismissal from office;['removal'];['purge.n.03'];['dismissal.n.04'];[]
plant;buildings for carrying on industrial labor;['plant', 'works', 'industrial_plant'];['bottling_plant.n.01', 'brewery.n.01', 'distillery.n.01', 'factory.n.01', 'mint.n.06', 'packinghouse.n.02', 'recycling_plant.n.01', 'refinery.n.01', 'saltworks.n.01', 'sewage_disposal_plant.n.01', 'smelter.n.01'];['building_complex.n.01'];[]
plant;(botany) a living organism lacking the power of locomotion;['plant', 'flora', 'plant_life'];['acrogen.n.01', 'air_plant.n.01', 'annual.n.01', 'apomict.n.01', 'aquatic.n.01', 'autophyte.n.01', 'biennial.n.01', 'crop.n.02', 'cryptogam.n.01', 'embryo.n.01', 'endemic.n.02', 'escape.n.06', 'gametophyte.n.01', 'garden_plant.n.01', 'holophyte.n.01', 'houseplant.n.01', 'hygrophyte.n.01', 'microflora.n.01', 'monocarp.n.01', 'myrmecophyte.n.01', 'neophyte.n.01', 'non-flowering_plant.n.01', 'ornamental.n.01', 'perennial.n.01', 'phytoplankton.n.01', 'plantlet.n.01', 'poisonous_plant.n.01', 'pot_plant.n.01', 'rock_plant.n.01', 'sporophyte.n.01', 'vascular_plant.n.01', 'wilding.n.01'];['organism.n.01'];['plantae.n.01']
plant;an actor situated in the audience whose acting is rehearsed but seems spontaneous to the audience;['plant'];[];['actor.n.01'];[]
plant;something planted secretly for discovery by another;['plant'];[];['contrivance.n.03'];[]
plant;put or set (seeds, seedlings, or plants) into the ground;['plant', 'set'];['afforest.v.01', 'bed.v.02', 'checkrow.v.01', 'dibble.v.01', 'puddle.v.03', 'replant.v.01', 'root.v.03', 'tree.v.02'];['put.v.01'];[]
plant;fix or set securely or deeply;['implant', 'engraft', 'embed', 'imbed', 'plant'];['bury.v.05', 'nest.v.02', 'pot.v.01'];['insert.v.01'];[]
plant;set up or lay the groundwork for;['establish', 'found', 'plant', 'constitute', 'institute'];['appoint.v.01', 'fix.v.06'];['initiate.v.02'];[]
plant;place into a river;['plant'];[];['stock.v.06'];[]
plant;place something or someone in a certain position in order to secretly observe or deceive;['plant'];[];['put.v.01'];[]
plant;put firmly in the mind;['plant', 'implant'];[];['communicate.v.01'];[]
processes;a particular course of action intended to achieve a result;['procedure', 'process'];['bertillon_system.n.01', 'calculation.n.01', 'condition.n.08', 'diagnostic_procedure.n.01', 'emergency_procedure.n.01', 'experimental_procedure.n.01', 'fingerprinting.n.01', 'genetic_profiling.n.01', 'indirection.n.01', 'mapping.n.02', 'medical_procedure.n.01', 'operating_procedure.n.01', 'rigmarole.n.02', 'routine.n.01', 'rule.n.11', 'stiffening.n.01'];['activity.n.01'];[]
processes;(psychology) the performance of some composite cognitive activity, an operation that affects mental contents;['process', 'cognitive_process', 'mental_process', 'operation', 'cognitive_operation'];['basic_cognitive_process.n.01', 'higher_cognitive_process.n.01'];['cognition.n.01'];[]
processes;a writ issued by authority of law, usually compels the defendant's attendance in a civil suit, failure to appear results in a default judgment against the defendant;['summons', 'process'];['citation.n.05', 'monition.n.03', 'ticket.n.03'];['writ.n.01'];[]
processes;a mental process that you are not directly aware of;['process', 'unconscious_process'];['condensation.n.01', 'defense_mechanism.n.01', 'sleep_talking.n.01'];['cognition.n.01'];[]
processes;a natural prolongation or projection from a part of an organism either animal or plant;['process', 'outgrowth', 'appendage'];['acromion.n.01', 'acrosome.n.01', 'aculea.n.01', 'ala.n.01', 'alveolar_arch.n.01', 'alveolar_ridge.n.01', 'apophysis.n.02', 'appendix.n.02', 'arista.n.01', 'caruncle.n.01', 'cirrus.n.03', 'condyle.n.01', 'coronoid_process.n.01', 'crest.n.05', 'epicondyle.n.01', 'excrescence.n.02', 'fetlock.n.02', 'fimbria.n.01', 'flagellum.n.02', 'hair.n.06', 'horn.n.02', 'horn.n.06', 'mastoid.n.01', 'metaphysis.n.01', 'odontoid_process.n.01', 'olecranon.n.01', 'osteophyte.n.01', 'papilla.n.01', 'papilla.n.02', 'papilla.n.03', 'plant_process.n.01', 'pseudopod.n.01', 'pterygoid_process.n.01', 'ridge.n.05', 'spicule.n.01', 'spine.n.05', 'style.n.09', 'styloid_process.n.01', 'tail.n.01', 'tentacle.n.02', 'transverse_process.n.01', 'trochanter.n.01', 'tuberosity.n.01', 'villus.n.01', 'zygomatic_process.n.01'];['body_part.n.01'];[]
processes;a sustained phenomenon or one marked by gradual changes through a series of states;['process', 'physical_process'];['chelation.n.01', 'dealignment.n.01', 'decrease.n.02', 'degeneration.n.01', 'development.n.02', 'economic_process.n.01', 'encapsulation.n.02', 'execution.n.03', 'human_process.n.01', 'increase.n.03', 'industrial_process.n.01', 'irreversible_process.n.01', 'iteration.n.01', 'iteration.n.02', 'natural_process.n.01', 'operation.n.08', 'organic_process.n.01', 'phenomenon.n.01', 'photography.n.02', 'processing.n.01', 'reversible_process.n.01', 'sensitization.n.02', 'shaping.n.01', 'variation.n.07'];['physical_entity.n.01'];[]
processes;subject to a process or treatment, with the aim of readying for some purpose, improving, or remedying a condition;['process', 'treat'];['agenize.v.01', 'air-condition.v.01', 'ammoniate.v.01', 'beneficiate.v.01', 'bituminize.v.01', 'bromate.v.02', 'camphorate.v.01', 'carbonate.v.02', 'carboxylate.v.01', 'chlorinate.v.01', 'chrome.v.02', 'creosote.v.01', 'curry.v.02', 'digest.v.01', 'dose.v.01', 'fluoridate.v.01', 'fumigate.v.01', 'iodize.v.01', 'irradiate.v.03', 'malt.v.01', 'mercerize.v.01', 'nitrate.v.01', 'nitrify.v.02', 'oxygenate.v.01', 'propagate.v.07', 'refine.v.03', 'reverberate.v.06', 'run.v.15', 'scald.v.02', 'seed.v.06', 'sulphur.v.01', 'tank.v.03', 'vulcanize.v.02'];['affect.v.01'];[]
processes;deal with in a routine way;['process'];[];['manage.v.02'];[]
processes;perform mathematical and logical operations on (data) according to programmed instructions in order to obtain the required information;['process'];[];['calculate.v.01'];[]
processes;institute legal proceedings against, file a suit against;['action', 'sue', 'litigate', 'process'];['expedite.v.02'];['challenge.v.02'];[]
processes;march in a procession;['march', 'process'];['countermarch.v.01', 'debouch.v.01', 'file.v.03', 'goose_step.v.01', 'parade.v.02'];['walk.v.01'];[]
processes;shape, form, or improve a material;['work', 'work_on', 'process'];['coldwork.v.01', 'hot-work.v.01', 'overwork.v.01', 'rack.v.09', 'rework.v.01', 'till.v.01', 'tool.v.04'];['transform.v.02'];[]
processes;deliver a warrant or summons to someone;['serve', 'process', 'swear_out'];['subpoena.v.01', 'wash.v.01'];['deliver.v.02'];[]
technologies;the practical application of science to commerce or industry;['technology', 'engineering'];['aeronautical_engineering.n.02', 'automotive_technology.n.01', 'chemical_engineering.n.02', 'communications_technology.n.01', 'computer_technology.n.01', 'high_technology.n.01', 'rail_technology.n.01'];['application.n.01', 'profession.n.02'];[]
technologies;the discipline dealing with the art or science of applying scientific knowledge to practical problems;['engineering', 'engineering_science', 'applied_science', 'technology'];['aeronautical_engineering.n.01', 'architectural_engineering.n.01', 'bionics.n.01', 'biotechnology.n.02', 'chemical_engineering.n.01', 'civil_engineering.n.01', 'computer_science.n.01', 'electrical_engineering.n.01', 'industrial_engineering.n.01', 'information_technology.n.01', 'mechanical_engineering.n.01', 'nanotechnology.n.01', 'naval_engineering.n.01', 'nuclear_engineering.n.01', 'rocketry.n.01'];['discipline.n.01'];[]
also;in addition;['besides', 'too', 'also', 'likewise', 'as_well'];[];[];[]
high;a lofty level or position or degree;['high'];[];['degree.n.01'];[]
high;an air mass of higher than normal pressure;['high'];[];['air_mass.n.01'];[]
high;a state of sustained elation;['high'];[];['elation.n.01'];[]
high;a state of altered consciousness induced by alcohol or narcotics;['high'];[];['elation.n.01'];[]
high;a high place;['high', 'heights'];[];['topographic_point.n.01'];[]
high;a public secondary school usually including grades 9 through 12;['senior_high_school', 'senior_high', 'high', 'highschool', 'high_school'];[];['secondary_school.n.01'];[]
high;a forward gear with a gear ratio that gives the greatest vehicle velocity for a given engine speed;['high_gear', 'high'];['overdrive.n.02'];['gear.n.03'];[]
high;greater than normal in degree or intensity or amount;['high'];[];[];[]
high;(literal meaning) being at or having a relatively great or specific elevation or upward extension (sometimes used in combinations like `knee-high');['high'];[];[];[]
high;standing above others in quality or position;['eminent', 'high'];[];[];[]
high;used of sounds and voices, high in pitch or frequency;['high', 'high-pitched'];[];[];[]
high;happy and excited and energetic;['high', 'in_high_spirits'];[];[];[]
high;(used of the smell of meat) smelling spoiled or tainted;['gamey', 'gamy', 'high'];[];[];[]
high;slightly and pleasantly intoxicated from alcohol or a drug (especially marijuana);['high', 'mellow'];[];[];[]
high;at a great altitude;['high', 'high_up'];[];[];[]
high;in or to a high position, amount, or degree;['high'];[];[];[]
high;in a rich manner;['high', 'richly', 'luxuriously'];[];[];[]
high;far up toward the source;['high'];[];[];[]
solid;matter that is solid at room temperature and pressure;['solid'];['crystal.n.01', 'dry_ice.n.01', 'food.n.02', 'glass.n.01', 'plastic.n.01', 'powder.n.01', 'precipitate.n.01', 'vitrification.n.01'];['matter.n.03'];[]
solid;the state in which a substance has no tendency to flow under moderate stress, resists forces (such as compression) that tend to deform it, and retains a definite size and shape;['solid', 'solidness', 'solid_state'];[];['state_of_matter.n.01'];[]
solid;a three-dimensional shape;['solid'];['block.n.03', 'cast.n.03', 'concave_shape.n.01', 'convex_shape.n.01', 'cylinder.n.01', 'frustum.n.01', 'ovoid.n.01', 'polyhedron.n.01', 'toroid.n.01'];['shape.n.02'];[]
solid;characterized by good substantial quality;['solid'];[];[];[]
solid;of definite shape and volume, firm, neither liquid nor gaseous;['solid'];[];[];[]
solid;entirely of one substance with no holes inside;['solid'];[];[];[]
solid;of one substance or character throughout;['solid'];[];[];[]
solid;uninterrupted in space, having no gaps or breaks;['solid'];[];[];[]
solid;providing abundant nourishment;['hearty', 'satisfying', 'solid', 'square', 'substantial'];[];[];[]
solid;of good quality and condition, solidly built;['solid', 'strong', 'substantial'];[];[];[]
solid;not soft or yielding to pressure;['firm', 'solid'];[];[];[]
solid;having three dimensions;['solid'];[];[];[]
solid;impenetrable for the eye;['solid'];[];[];[]
solid;financially sound;['solid'];[];[];[]
solid;of a substantial character and not frivolous or superficial;['solid'];[];[];[]
solid;meriting respect or esteem;['upstanding', 'solid'];[];[];[]
solid;of the same color throughout;['solid', 'self-colored', 'self-coloured'];[];[];[]
solid;acting together as a single undiversified whole;['solid', 'unanimous', 'whole'];[];[];[]
ammonia;a water solution of ammonia;['ammonia_water', 'ammonia', 'ammonium_hydroxide'];[];['liquid.n.01'];[]
ammonia;a pungent gas compounded of nitrogen and hydrogen (NH3);['ammonia'];['ammonium.n.01'];['binary_compound.n.01'];[]
resource;available source of wealth, a new or reserve supply that can be drawn upon when needed;['resource'];['labor_resources.n.01', 'natural_resource.n.01', 'support.n.06', 'support.n.11', 'ways_and_means.n.01'];['assets.n.01'];[]
resource;a source of aid or support that may be drawn upon when needed;['resource'];['aid.n.01', 'inner_resource.n.01', 'recourse.n.02', 'resourcefulness.n.01'];['asset.n.01'];[]
resource;the ability to deal resourcefully with unusual problems;['resource', 'resourcefulness', 'imagination'];['armory.n.01'];['inventiveness.n.01'];[]
step;any maneuver made as part of progress toward a goal;['measure', 'step'];['countermeasure.n.01', 'precaution.n.01', 'shark_repellent.n.01'];['maneuver.n.04'];[]
step;the distance covered by a step;['footstep', 'pace', 'step', 'stride'];[];['indefinite_quantity.n.01'];[]
step;the act of changing location by raising the foot and setting it down;['step'];['footstep.n.02', 'pace.n.04', 'pas.n.01', 'sidestep.n.01', 'trip.n.06'];['locomotion.n.02'];[]
step;support consisting of a place to rest the foot while ascending or descending a stairway;['step', 'stair'];['corbel_step.n.01'];['support.n.10'];[]
step;relative position in a graded series;['gradation', 'step'];['cut.n.04'];['rank.n.02'];[]
step;a short distance;"['step', ""stone's_throw""]";[];['small_indefinite_quantity.n.01'];[]
step;the sound of a step of someone walking;['footfall', 'footstep', 'step'];['tramp.n.04'];['sound.n.04'];[]
step;a musical interval of two semitones;['tone', 'whole_tone', 'step', 'whole_step'];[];['interval.n.04'];[]
step;a mark of a foot or shoe on a surface;['footprint', 'footmark', 'step'];['footprint_evidence.n.01'];['mark.n.04'];[]
step;a solid block joined to the beams in which the heel of a ship's mast or capstan is fixed;['step'];[];['block.n.01'];[]
step;a sequence of foot movements that make up a particular dance;['dance_step', 'step'];['chasse.n.01', 'glissade.n.01', 'moonwalk.n.01'];['locomotion.n.02'];[]
step;shift or move by taking a step;['step'];['backpedal.v.02'];['travel.v.01'];[]
step;put down or press the foot, place the foot;['step', 'tread'];['step_on.v.01'];['travel.v.01'];[]
step;cause (a computer) to execute a single command;['step'];[];['run.v.19'];[]
step;treat badly;['mistreat', 'maltreat', 'abuse', 'ill-use', 'step', 'ill-treat'];['kick_around.v.02'];['treat.v.01'];[]
step;furnish with steps;['step'];[];['supply.v.01'];[]
step;move with one's feet in a specific manner;['step'];[];['travel.v.01'];[]
step;walk a short distance to a specified place or in a specified manner;['step'];[];['walk.v.01'];[]
step;place (a ship's mast) in its step;['step'];[];['put.v.01'];[]
step;measure (distances) by pacing;['pace', 'step'];[];['quantify.v.02'];[]
step;move or proceed as if by steps into a new situation;['step'];[];['move.v.07'];[]
digester;autoclave consisting of a vessel in which plant or animal materials are digested;['digester'];[];['autoclave.n.01'];[]
scale;an ordered reference standard;['scale', 'scale_of_measurement', 'graduated_table', 'ordered_series'];['beaufort_scale.n.01', 'index.n.01', 'logarithmic_scale.n.01', 'mercalli_scale.n.01', 'mohs_scale.n.01', 'moment_magnitude_scale.n.01', 'richter_scale.n.01', 'temperature_scale.n.01', 'wage_scale.n.01'];['standard.n.01'];[]
scale;relative magnitude;['scale'];[];['magnitude_relation.n.01'];[]
scale;the ratio between the size of something and a representation of it;['scale'];[];['proportion.n.01'];[]
scale;a specialized leaf or bract that protects a bud or catkin;['scale', 'scale_leaf'];['squamule.n.01'];['leaf.n.01'];[]
scale;a thin flake of dead epidermis shed from the surface of the skin;['scale', 'scurf', 'exfoliation'];['dander.n.01', 'dandruff.n.02'];['bit.n.02'];[]
scale;(music) a series of notes differing in pitch according to a specific scheme (usually within an octave);['scale', 'musical_scale'];['chromatic_scale.n.01', 'diatonic_scale.n.01', 'gamut.n.02', 'gapped_scale.n.01'];['musical_notation.n.01'];[]
scale;a measuring instrument for weighing, shows amount of mass;['scale', 'weighing_machine'];['balance.n.12', 'weighbridge.n.01'];['measuring_instrument.n.01'];[]
scale;an indicator having a graduated sequence of marks;['scale'];['vernier_scale.n.01'];['indicator.n.03'];[]
scale;a metal sheathing of uniform thickness (such as the shield attached to an artillery piece to protect the gunners);['plate', 'scale', 'shell'];['armor_plate.n.01', 'horseshoe.n.02', 'shell_plating.n.01'];['shield.n.01'];[]
scale;a flattened rigid plate forming part of the body covering of many animals;['scale'];['fish_scale.n.01', 'squama.n.01'];['covering.n.01'];[]
scale;measure by or as if by a scale;['scale'];[];['measure.v.03'];[]
scale;pattern, make, regulate, set, measure, or estimate according to some rate or standard;['scale'];[];['model.v.01'];[]
scale;take by attacking with scaling ladders;['scale'];[];['take.v.21'];[]
scale;reach the highest point of;['scale', 'surmount'];[];['reach.v.01'];[]
scale;climb up by means of a ladder;['scale'];[];['climb.v.01'];[]
scale;remove the scales from;['scale', 'descale'];[];['remove.v.01'];[]
scale;measure with or as if with scales;['scale'];[];['quantify.v.02'];[]
scale;size or measure according to a scale;['scale'];[];['size.v.03'];[]
technology;the practical application of science to commerce or industry;['technology', 'engineering'];['aeronautical_engineering.n.02', 'automotive_technology.n.01', 'chemical_engineering.n.02', 'communications_technology.n.01', 'computer_technology.n.01', 'high_technology.n.01', 'rail_technology.n.01'];['application.n.01', 'profession.n.02'];[]
technology;the discipline dealing with the art or science of applying scientific knowledge to practical problems;['engineering', 'engineering_science', 'applied_science', 'technology'];['aeronautical_engineering.n.01', 'architectural_engineering.n.01', 'bionics.n.01', 'biotechnology.n.02', 'chemical_engineering.n.01', 'civil_engineering.n.01', 'computer_science.n.01', 'electrical_engineering.n.01', 'industrial_engineering.n.01', 'information_technology.n.01', 'mechanical_engineering.n.01', 'nanotechnology.n.01', 'naval_engineering.n.01', 'nuclear_engineering.n.01', 'rocketry.n.01'];['discipline.n.01'];[]
products;commodities offered for sale;['merchandise', 'ware', 'product'];['cargo.n.01', 'contraband.n.01', 'feature.n.06', 'generic.n.02', 'ironmongery.n.01', 'irregular.n.02', 'line.n.22', 'number.n.11', 'refill.n.02', 'release.n.01', 'schlock.n.01', 'software_package.n.02', 'stock.n.02', 'top_of_the_line.n.01', 'yard_goods.n.01'];['commodity.n.01'];[]
products;an artifact that has been created by someone or some process;['product', 'production'];['book.n.02', 'book.n.11', 'by-product.n.02', 'deliverable.n.01', 'end_product.n.01', 'inspiration.n.02', 'job.n.04', 'magazine.n.02', 'movie.n.01', 'newspaper.n.03', 'output.n.05', 'turnery.n.02', 'work.n.02', 'yield.n.03'];['creation.n.02'];[]
products;a quantity obtained by multiplication;['product', 'mathematical_product'];['factorial.n.01', 'multiple.n.01'];['quantity.n.03'];[]
products;a chemical substance formed as a result of a chemical reaction;['product'];['filtrate.n.01', 'hydrolysate.n.01'];['chemical.n.01'];[]
products;a consequence of someone's efforts or of a particular set of circumstances;['product'];[];['consequence.n.01'];[]
products;the set of elements common to two or more sets;['intersection', 'product', 'Cartesian_product'];[];['set.n.01'];[]
production;the act or process of producing something;['production'];['canalization.n.01', 'devising.n.01', 'foliation.n.04', 'growing.n.02', 'rainmaking.n.01', 'steel_production.n.01'];['act.n.02'];[]
production;a presentation for the stage or screen or radio or television;['production'];['theatrical_production.n.01'];['presentation.n.03'];[]
production;an artifact that has been created by someone or some process;['product', 'production'];['book.n.02', 'book.n.11', 'by-product.n.02', 'deliverable.n.01', 'end_product.n.01', 'inspiration.n.02', 'job.n.04', 'magazine.n.02', 'movie.n.01', 'newspaper.n.03', 'output.n.05', 'turnery.n.02', 'work.n.02', 'yield.n.03'];['creation.n.02'];[]
production;(law) the act of exhibiting in a court of law;['production'];[];['exhibition.n.01'];[]
production;the quantity of something (as a commodity) that is created (usually within a given period of time);['output', 'yield', 'production'];['picking.n.01'];['indefinite_quantity.n.01'];[]
production;a display that is exaggerated or unduly complicated;['production'];[];['display.n.04'];[]
production;(economics) manufacturing or mining or growing something (usually in large quantities) for sale;['production'];['boring.n.02', 'breeding.n.04', 'brewing.n.01', 'capacity.n.04', 'cultivation.n.02', 'cultivation.n.05', 'generation.n.06', 'mass_production.n.01', 'mining.n.01', 'output.n.02', 'overproduction.n.01', 'quarrying.n.01', 'sericulture.n.02', 'underproduction.n.01'];['industry.n.02'];[]
production;the creation of value or wealth by producing goods and services;['production'];[];['creation.n.01'];[]
precipitation;the quantity of water falling to earth at a specific place within a specified period of time;['precipitation'];[];['indefinite_quantity.n.01'];[]
precipitation;the process of forming a chemical precipitate;['precipitation'];[];['chemical_process.n.01'];[]
precipitation;the falling to earth of any form of water (rain or snow or hail or sleet or mist);['precipitation', 'downfall'];['fine_spray.n.01', 'hail.n.01', 'rain.n.01', 'sleet.n.01', 'snow.n.01', 'virga.n.01'];['weather.n.01'];[]
precipitation;the act of casting down or falling headlong from a height;['precipitation'];[];['drop.n.06'];[]
precipitation;an unexpected acceleration or hastening;['precipitation'];[];['acceleration.n.01'];[]
precipitation;overly eager speed (and possible carelessness);['haste', 'hastiness', 'hurry', 'hurriedness', 'precipitation'];['abruptness.n.03'];['speed.n.02'];[]
research;systematic investigation to establish facts;['research'];['field_work.n.01', 'marketing_research.n.01', 'microscopy.n.01', 'operations_research.n.01', 'probe.n.04', 'scientific_research.n.01'];['investigation.n.02'];[]
research;a search for knowledge;['inquiry', 'enquiry', 'research'];['empirical_research.n.01', 'experiment.n.02', 'heraldry.n.01', 'nature_study.n.01', 'poll.n.01', 'probe.n.01'];['problem_solving.n.02'];[]
research;attempt to find out in a systematically and scientific manner;['research'];['consult.v.02'];['investigate.v.01'];[]
research;inquire into;['research', 'search', 'explore'];['cast_about.v.01', 'google.v.01', 'mapquest.v.01', 'prospect.v.02', 're-explore.v.01'];['investigate.v.01'];[]
carbon;an abundant nonmetallic tetravalent element occurring in three allotropic forms: amorphous carbon and graphite and diamond, occurs in all organic compounds;['carbon', 'C', 'atomic_number_6'];['activated_carbon.n.01', 'carbon_black.n.01', 'char.n.01', 'charcoal.n.01', 'diamond.n.02', 'fullerene.n.01', 'graphite.n.01', 'radiocarbon.n.01'];['chemical_element.n.01'];[]
carbon;a thin paper coated on one side with a dark waxy substance (often containing carbon), used to transfer characters from the original to an under sheet of paper;['carbon_paper', 'carbon'];[];['paper.n.01'];[]
carbon;a copy made with carbon paper;['carbon', 'carbon_copy'];[];['copy.n.02'];[]
magnesium;a light silver-white ductile bivalent metallic element, in pure form it burns with brilliant white flame, occurs naturally only in combination (as in magnesite and dolomite and carnallite and spinel and olivine);['magnesium', 'Mg', 'atomic_number_12'];[];['metallic_element.n.01'];[]
section;a self-contained part of a larger composition (written or musical);['section', 'subdivision'];['above.n.01', 'article.n.03', 'book.n.10', 'canto.n.02', 'chapter.n.01', 'conclusion.n.08', 'development.n.09', 'episode.n.02', 'exposition.n.04', 'insert.n.01', 'introduction.n.02', 'lead.n.06', 'mezuzah.n.01', 'narration.n.03', 'obbligato.n.02', 'passage.n.02', 'recapitulation.n.02', 'sports_section.n.01', 'spot.n.02', 'spot.n.06', 'sura.n.01'];['music.n.01', 'writing.n.02'];[]
section;a very thin slice (of tissue or mineral or other substance) for examination under a microscope;['section'];[];['slice.n.05'];[]
section;a distinct region or subdivision of a territorial or political area or community or group of people;['section'];['outskirts.n.01', 'vicinity.n.01'];['area.n.01'];[]
